Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,League,league_name,season,season_start
vs Werder Bremen,25,34.0,12977.0,17033.0,76.2,232376.0,91048.0,5659.0,6643.0,85.2,5592.0,6660.0,84.0,1365.0,2711.0,50.4,50.0,38.4,41.3,11.6,342.0,997.0,285.0,74.0,1303.0,Bundesliga 2022-2023,bundesliga,2022-2023,2022
vs Wolfsburg,28,34.0,12117.0,15835.0,76.5,227907.0,90058.0,5145.0,5983.0,86.0,5099.0,6080.0,83.9,1571.0,2818.0,55.7,33.0,36.3,42.8,-3.3,332.0,942.0,259.0,69.0,1157.0,Bundesliga 2022-2023,bundesliga,2022-2023,2022
vs Arsenal,26,38.0,11424.0,15090.0,75.7,202608.0,76723.0,5278.0,6079.0,86.8,4656.0,5577.0,83.5,1174.0,2519.0,46.6,27.0,31.6,26.0,-4.6,259.0,778.0,201.0,45.0,907.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Aston Villa,26,38.0,14277.0,18089.0,78.9,255169.0,89828.0,6523.0,7424.0,87.9,5885.0,6859.0,85.8,1554.0,2778.0,55.9,25.0,36.1,28.7,-11.1,321.0,1096.0,282.0,65.0,1323.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Bournemouth,31,38.0,18709.0,22764.0,82.2,328529.0,107187.0,8431.0,9452.0,89.2,8068.0,9207.0,87.6,1777.0,2972.0,59.8,49.0,45.3,44.6,3.7,455.0,1615.0,430.0,95.0,1988.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Brentford,25,38.0,15959.0,20073.0,79.5,264065.0,90400.0,7989.0,8970.0,89.1,6154.0,7254.0,84.8,1318.0,2713.0,48.6,30.0,35.7,37.2,-5.7,417.0,1368.0,363.0,84.0,1540.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Brighton,29,38.0,11658.0,15116.0,77.1,200962.0,76693.0,5500.0,6255.0,87.9,4775.0,5646.0,84.6,1061.0,2361.0,44.9,34.0,33.7,27.1,0.3,293.0,782.0,236.0,50.0,1026.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Chelsea,32,38.0,12591.0,16256.0,77.5,219610.0,84778.0,5875.0,6743.0,87.1,5133.0,6094.0,84.2,1242.0,2398.0,51.8,32.0,39.9,30.1,-7.9,321.0,967.0,240.0,59.0,1203.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Crystal Palace,26,38.0,16316.0,20332.0,80.2,280950.0,99352.0,7628.0,8660.0,88.1,6712.0,7780.0,86.3,1522.0,2746.0,55.4,32.0,34.5,33.7,-2.5,339.0,1214.0,353.0,84.0,1592.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Everton,28,38.0,17041.0,21204.0,80.4,293765.0,101614.0,7993.0,9020.0,88.6,7025.0,8188.0,85.8,1559.0,2848.0,54.7,36.0,45.5,36.3,-9.5,437.0,1295.0,358.0,101.0,1678.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Fulham,29,38.0,15001.0,19010.0,78.9,262050.0,93178.0,6992.0,8025.0,87.1,6190.0,7186.0,86.1,1459.0,2750.0,53.1,30.0,43.0,34.5,-13.0,361.0,1114.0,331.0,83.0,1406.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Leeds United,29,38.0,15111.0,19538.0,77.3,269802.0,96986.0,6666.0,7739.0,86.1,6577.0,7786.0,84.5,1516.0,2885.0,52.5,50.0,49.8,35.8,0.2,381.0,1172.0,287.0,58.0,1469.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Leicester City,28,38.0,16629.0,20664.0,80.5,291365.0,98077.0,7582.0,8521.0,89.0,6972.0,8068.0,86.4,1633.0,2896.0,56.4,46.0,47.9,35.5,-1.9,418.0,1310.0,334.0,81.0,1575.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Liverpool,28,38.0,11949.0,15970.0,74.8,211445.0,82709.0,5604.0,6558.0,85.5,4725.0,5743.0,82.3,1275.0,2707.0,47.1,32.0,37.8,27.6,-5.8,283.0,908.0,232.0,58.0,1101.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Manchester City,24,38.0,11294.0,14441.0,78.2,202141.0,74164.0,5050.0,5740.0,88.0,4772.0,5482.0,87.0,1161.0,2406.0,48.3,21.0,23.8,19.9,-2.8,214.0,651.0,196.0,53.0,860.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Manchester Utd,26,38.0,13767.0,17675.0,77.9,240301.0,90072.0,6443.0,7404.0,87.0,5597.0,6630.0,84.4,1365.0,2622.0,52.1,28.0,37.4,34.9,-9.4,357.0,952.0,301.0,78.0,1355.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Newcastle Utd,27,38.0,12444.0,16389.0,75.9,219793.0,81214.0,5805.0,6626.0,87.6,5082.0,6095.0,83.4,1271.0,2745.0,46.3,23.0,29.6,28.1,-6.6,301.0,961.0,230.0,56.0,1201.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Nott'ham Forest,33,38.0,18444.0,22551.0,81.8,315466.0,104797.0,8568.0,9564.0,89.6,7833.0,8956.0,87.5,1577.0,2845.0,55.4,45.0,45.0,42.5,0.0,438.0,1523.0,392.0,80.0,1904.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Southampton,36,38.0,16376.0,20617.0,79.4,288473.0,104529.0,7450.0,8538.0,87.3,6901.0,8048.0,85.7,1618.0,2893.0,55.9,55.0,46.2,39.7,8.8,388.0,1334.0,389.0,88.0,1735.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Tottenham,29,38.0,16079.0,19765.0,81.4,276348.0,90926.0,7658.0,8556.0,89.5,6515.0,7425.0,87.7,1511.0,2800.0,54.0,45.0,36.3,34.3,8.7,400.0,1359.0,300.0,77.0,1516.0,Premier League 2022-2023,premier league,2022-2023,2022
vs West Ham,25,38.0,18872.0,22778.0,82.9,315928.0,105899.0,9153.0,10097.0,90.7,7696.0,8790.0,87.6,1503.0,2780.0,54.1,42.0,39.8,34.7,2.2,369.0,1408.0,336.0,67.0,1721.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Wolves,32,38.0,14585.0,18284.0,79.8,254508.0,93552.0,6776.0,7682.0,88.2,6056.0,7032.0,86.1,1388.0,2572.0,54.0,44.0,44.2,39.7,-0.2,399.0,1205.0,346.0,82.0,1596.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Almería,29,38.0,15420.0,19392.0,79.5,271389.0,96958.0,7336.0,8173.0,89.8,6009.0,7055.0,85.2,1644.0,2972.0,55.3,49.0,49.5,49.2,-0.5,423.0,1406.0,370.0,91.0,1707.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Athletic Club,26,38.0,13537.0,17573.0,77.0,245545.0,92725.0,6176.0,7079.0,87.2,5335.0,6384.0,83.6,1644.0,3105.0,52.9,28.0,26.9,27.7,1.1,286.0,913.0,253.0,70.0,1212.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Atlético Madrid,27,38.0,16384.0,20021.0,81.8,301152.0,100162.0,6990.0,7841.0,89.1,7186.0,8112.0,88.6,1852.0,3099.0,59.8,22.0,31.3,31.5,-9.3,331.0,1304.0,267.0,93.0,1634.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Barcelona,29,38.0,10316.0,13758.0,75.0,190049.0,78390.0,4734.0,5458.0,86.7,3903.0,4724.0,82.6,1358.0,2606.0,52.1,10.0,23.0,21.6,-13.0,244.0,747.0,198.0,61.0,955.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Betis,30,38.0,14220.0,17964.0,79.2,252008.0,95359.0,6584.0,7458.0,88.3,5828.0,6839.0,85.2,1478.0,2672.0,55.3,28.0,37.0,35.7,-9.0,326.0,1182.0,302.0,86.0,1571.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Cádiz,38,38.0,15630.0,19569.0,79.9,277547.0,103054.0,7208.0,8097.0,89.0,6172.0,7272.0,84.9,1772.0,3099.0,57.2,32.0,38.4,40.0,-6.4,393.0,1364.0,339.0,96.0,1739.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Celta Vigo,26,38.0,14618.0,18416.0,79.4,264587.0,95274.0,6485.0,7336.0,88.4,6036.0,7073.0,85.3,1704.0,2985.0,57.1,35.0,30.5,29.2,4.5,279.0,1132.0,218.0,89.0,1297.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Elche,32,38.0,15598.0,19238.0,81.1,278092.0,100384.0,7007.0,7840.0,89.4,6508.0,7501.0,86.8,1682.0,2859.0,58.8,44.0,48.7,43.7,-4.7,416.0,1340.0,325.0,92.0,1615.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Espanyol,33,38.0,15807.0,19603.0,80.6,278055.0,101521.0,7448.0,8318.0,89.5,6120.0,7171.0,85.3,1742.0,3004.0,58.0,47.0,44.6,40.9,2.4,426.0,1297.0,324.0,92.0,1634.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Getafe,25,38.0,17070.0,21494.0,79.4,307288.0,104475.0,7505.0,8488.0,88.4,7300.0,8503.0,85.9,1833.0,3374.0,54.3,29.0,31.0,32.4,-2.0,360.0,1296.0,254.0,86.0,1519.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Girona,29,38.0,14391.0,17921.0,80.3,258164.0,90467.0,6386.0,7118.0,89.7,6021.0,6982.0,86.2,1573.0,2822.0,55.7,39.0,38.6,38.5,0.4,377.0,1220.0,296.0,95.0,1439.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Mallorca,31,38.0,16934.0,20763.0,81.6,294260.0,97924.0,7875.0,8733.0,90.2,7059.0,8172.0,86.4,1588.0,2872.0,55.3,31.0,31.8,35.9,-0.8,378.0,1539.0,332.0,115.0,1706.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Osasuna,26,38.0,14139.0,18199.0,77.7,256353.0,94725.0,6318.0,7230.0,87.4,5956.0,7018.0,84.9,1573.0,2988.0,52.6,29.0,34.8,34.3,-5.8,326.0,1049.0,277.0,77.0,1371.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Rayo Vallecano,28,38.0,12926.0,17027.0,75.9,231723.0,93838.0,6099.0,6948.0,87.8,4988.0,6083.0,82.0,1497.0,2986.0,50.1,34.0,36.8,30.9,-2.8,330.0,963.0,252.0,70.0,1231.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Real Madrid,26,38.0,13004.0,15986.0,81.3,225607.0,85520.0,6326.0,6960.0,90.9,4976.0,5716.0,87.1,1292.0,2373.0,54.4,21.0,27.8,26.3,-6.8,317.0,1013.0,248.0,63.0,1189.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Real Sociedad,30,38.0,12130.0,16093.0,75.4,216970.0,81534.0,5571.0,6377.0,87.4,4694.0,5669.0,82.8,1456.0,3002.0,48.5,26.0,24.8,26.4,1.2,300.0,873.0,222.0,78.0,1025.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Sevilla,35,38.0,13660.0,17319.0,78.9,246669.0,89019.0,6107.0,6903.0,88.5,5592.0,6545.0,85.4,1572.0,2903.0,54.2,40.0,42.0,34.1,-2.0,397.0,1136.0,274.0,101.0,1275.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Valencia,28,38.0,12580.0,16357.0,76.9,229406.0,88530.0,5588.0,6399.0,87.3,5099.0,6072.0,84.0,1540.0,2918.0,52.8,34.0,32.3,32.3,1.7,289.0,986.0,232.0,51.0,1225.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Valladolid,36,38.0,13635.0,17448.0,78.1,239805.0,96442.0,6612.0,7546.0,87.6,5113.0,6088.0,84.0,1511.0,2794.0,54.1,46.0,46.7,43.0,-0.7,455.0,1184.0,346.0,94.0,1486.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Villarreal,32,38.0,12047.0,15331.0,78.6,217557.0,84062.0,5567.0,6240.0,89.2,4683.0,5572.0,84.0,1447.0,2598.0,55.7,29.0,35.7,30.5,-6.7,343.0,969.0,278.0,84.0,1242.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Atalanta,27,38.0,15427.0,19505.0,79.1,273586.0,101214.0,6905.0,7793.0,88.6,6372.0,7476.0,85.2,1676.0,3037.0,55.2,35.0,30.5,25.9,4.5,330.0,1087.0,255.0,70.0,1264.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Bologna,27,38.0,13164.0,16931.0,77.8,234130.0,89159.0,5899.0,6781.0,87.0,5442.0,6412.0,84.9,1412.0,2682.0,52.6,29.0,31.6,29.2,-2.6,353.0,1034.0,283.0,86.0,1294.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Cremonese,33,38.0,16894.0,21008.0,80.4,305504.0,110776.0,7478.0,8539.0,87.6,7053.0,8191.0,86.1,1949.0,3246.0,60.0,46.0,49.1,40.9,-3.1,443.0,1215.0,351.0,92.0,1615.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Empoli,32,38.0,15100.0,18872.0,80.0,278255.0,98045.0,6646.0,7495.0,88.7,6067.0,7180.0,84.5,1969.0,3152.0,62.5,32.0,40.7,38.9,-8.7,456.0,1222.0,390.0,130.0,1684.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Fiorentina,30,38.0,11306.0,15020.0,75.3,210397.0,83839.0,4808.0,5582.0,86.1,4825.0,5776.0,83.5,1372.0,2746.0,50.0,28.0,30.7,24.7,-2.7,264.0,736.0,216.0,62.0,922.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Hellas Verona,36,38.0,15647.0,19989.0,78.3,278418.0,106781.0,7008.0,8032.0,87.3,6619.0,7759.0,85.3,1616.0,3152.0,51.3,48.0,39.2,32.5,8.8,406.0,1263.0,337.0,80.0,1494.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Inter,25,38.0,13657.0,17072.0,80.0,245378.0,87243.0,6054.0,6798.0,89.1,5662.0,6544.0,86.5,1563.0,2764.0,56.5,34.0,29.0,25.0,5.0,336.0,972.0,273.0,87.0,1227.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Juventus,29,38.0,15647.0,19135.0,81.8,274800.0,93218.0,7322.0,8116.0,90.2,6348.0,7337.0,86.5,1614.0,2728.0,59.2,25.0,31.4,27.8,-6.4,347.0,1270.0,268.0,89.0,1357.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Lazio,24,38.0,16443.0,19956.0,82.4,304989.0,97577.0,6647.0,7401.0,89.8,7571.0,8410.0,90.0,1844.0,3111.0,59.3,21.0,31.5,27.5,-10.5,352.0,1088.0,276.0,86.0,1302.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Lecce,29,38.0,16184.0,20584.0,78.6,286658.0,104995.0,7209.0,8304.0,86.8,6925.0,8101.0,85.5,1605.0,2979.0,53.9,30.0,31.8,32.7,-1.8,332.0,1133.0,276.0,80.0,1408.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Milan,30,38.0,12205.0,15832.0,77.1,212581.0,85792.0,5812.0,6649.0,87.4,4641.0,5621.0,82.6,1349.0,2581.0,52.3,32.0,31.0,25.9,1.0,326.0,906.0,246.0,64.0,1168.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Monza,31,38.0,13250.0,16713.0,79.3,238725.0,90981.0,5915.0,6743.0,87.7,5352.0,6296.0,85.0,1602.0,2737.0,58.5,32.0,38.0,34.0,-6.0,380.0,1085.0,326.0,89.0,1449.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Napoli,27,38.0,11634.0,15077.0,77.2,205352.0,78029.0,5405.0,6156.0,87.8,4729.0,5618.0,84.2,1189.0,2442.0,48.7,18.0,24.6,23.0,-6.6,280.0,769.0,235.0,66.0,1013.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Roma,30,38.0,15388.0,19029.0,80.9,273127.0,94749.0,6807.0,7696.0,88.4,6604.0,7609.0,86.8,1582.0,2803.0,56.4,26.0,21.9,19.4,4.1,296.0,1133.0,201.0,60.0,1362.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Salernitana,30,38.0,16535.0,20352.0,81.2,291866.0,99799.0,7385.0,8294.0,89.0,7107.0,8175.0,86.9,1654.0,2900.0,57.0,40.0,44.7,37.3,-4.7,445.0,1291.0,371.0,85.0,1624.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Sampdoria,40,38.0,15794.0,19629.0,80.5,277239.0,99370.0,7152.0,8055.0,88.8,6539.0,7575.0,86.3,1632.0,2881.0,56.6,53.0,47.6,39.8,5.4,449.0,1206.0,376.0,98.0,1603.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Sassuolo,31,38.0,15353.0,18941.0,81.1,277380.0,98492.0,6716.0,7463.0,90.0,6573.0,7529.0,87.3,1663.0,2915.0,57.0,44.0,38.7,30.4,5.3,369.0,1068.0,315.0,100.0,1349.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Spezia,34,38.0,14451.0,18557.0,77.9,262276.0,95389.0,6199.0,7221.0,85.8,6169.0,7259.0,85.0,1659.0,2991.0,55.5,41.0,43.2,38.9,-2.2,448.0,1031.0,325.0,88.0,1440.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Torino,28,38.0,12945.0,17004.0,76.1,234230.0,92299.0,5705.0,6603.0,86.4,5320.0,6442.0,82.6,1530.0,3025.0,50.6,28.0,28.2,24.4,-0.2,324.0,932.0,241.0,74.0,1100.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Udinese,30,38.0,14910.0,18518.0,80.5,265354.0,93482.0,6731.0,7585.0,88.7,6024.0,6967.0,86.5,1712.0,2866.0,59.7,32.0,36.5,33.1,-4.5,331.0,1105.0,284.0,82.0,1462.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Ajaccio,36,38.0,16356.0,20436.0,80.0,298602.0,99155.0,6775.0,7903.0,85.7,7174.0,8331.0,86.1,1872.0,3174.0,59.0,49.0,34.9,35.0,14.1,297.0,1308.0,310.0,66.0,1696.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Angers,33,38.0,16447.0,19945.0,82.5,298240.0,100644.0,6859.0,7828.0,87.6,7221.0,8163.0,88.5,1809.0,2900.0,62.4,57.0,42.2,38.7,14.8,347.0,1274.0,310.0,80.0,1600.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Auxerre,33,38.0,17165.0,21041.0,81.6,302893.0,106544.0,7520.0,8588.0,87.6,7334.0,8452.0,86.8,1699.0,2884.0,58.9,45.0,44.9,42.2,0.1,353.0,1494.0,343.0,88.0,1837.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Brest,29,38.0,16383.0,20233.0,81.0,288921.0,104110.0,6993.0,8078.0,86.6,7252.0,8318.0,87.2,1592.0,2751.0,57.9,34.0,38.2,42.1,-4.2,369.0,1457.0,367.0,85.0,1926.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Clermont Foot,28,38.0,15740.0,19391.0,81.2,281991.0,98164.0,6701.0,7700.0,87.0,6815.0,7858.0,86.7,1665.0,2763.0,60.3,33.0,35.4,37.4,-2.4,335.0,1463.0,293.0,71.0,1688.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Lens,29,38.0,13591.0,16976.0,80.1,239440.0,85728.0,5867.0,6730.0,87.2,5925.0,6815.0,86.9,1320.0,2516.0,52.5,19.0,31.7,32.2,-12.7,305.0,989.0,233.0,43.0,1268.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Lille,26,38.0,11379.0,14925.0,76.2,213337.0,81858.0,4639.0,5526.0,83.9,4879.0,5774.0,84.5,1472.0,2750.0,53.5,26.0,27.8,23.7,-1.8,231.0,792.0,188.0,48.0,1060.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Lorient,30,38.0,17282.0,20818.0,83.0,307503.0,103678.0,7326.0,8278.0,88.5,7631.0,8640.0,88.3,1755.0,2811.0,62.4,36.0,43.0,51.0,-7.0,418.0,1665.0,417.0,127.0,2065.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Lyon,29,38.0,12929.0,16553.0,78.1,227858.0,88246.0,5805.0,6841.0,84.9,5207.0,6194.0,84.1,1407.0,2509.0,56.1,24.0,34.1,30.1,-10.1,316.0,979.0,258.0,62.0,1277.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Marseille,30,38.0,12111.0,15822.0,76.5,215956.0,86731.0,5348.0,6281.0,85.1,4904.0,5954.0,82.4,1384.0,2689.0,51.5,22.0,30.2,29.9,-8.2,316.0,913.0,213.0,59.0,1146.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Monaco,27,38.0,16087.0,19832.0,81.1,281112.0,102172.0,7090.0,8107.0,87.5,6926.0,7977.0,86.8,1535.0,2708.0,56.7,40.0,38.2,36.8,1.8,395.0,1111.0,285.0,63.0,1518.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Montpellier,31,38.0,15637.0,19336.0,80.9,277919.0,101551.0,6811.0,7878.0,86.5,6556.0,7608.0,86.2,1698.0,2802.0,60.6,42.0,39.4,45.9,2.6,371.0,1403.0,329.0,76.0,1799.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Nantes,29,38.0,16588.0,20454.0,81.1,287994.0,108656.0,7440.0,8476.0,87.8,6976.0,8088.0,86.3,1533.0,2744.0,55.9,29.0,34.5,35.9,-5.5,333.0,1400.0,329.0,60.0,1771.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Nice,34,38.0,16263.0,19624.0,82.9,291870.0,99767.0,6919.0,7842.0,88.2,7060.0,7965.0,88.6,1739.0,2781.0,62.5,25.0,32.7,35.8,-7.7,342.0,1279.0,302.0,80.0,1606.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Paris S-G,26,38.0,14354.0,17091.0,84.0,244568.0,86215.0,6671.0,7410.0,90.0,5773.0,6493.0,88.9,1352.0,2215.0,61.0,27.0,34.7,31.4,-7.7,335.0,1087.0,261.0,63.0,1316.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Reims,34,38.0,14671.0,18644.0,78.7,263748.0,100475.0,6424.0,7416.0,86.6,6003.0,7130.0,84.2,1687.0,3001.0,56.2,28.0,40.4,41.1,-12.4,356.0,1244.0,344.0,91.0,1588.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Rennes,32,38.0,13332.0,17037.0,78.3,237044.0,82521.0,5855.0,6813.0,85.9,5535.0,6497.0,85.2,1442.0,2724.0,52.9,27.0,30.4,31.4,-3.4,286.0,1007.0,240.0,67.0,1323.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Strasbourg,29,38.0,16499.0,20557.0,80.3,297866.0,101764.0,6936.0,8068.0,86.0,7068.0,8198.0,86.2,1867.0,3126.0,59.7,34.0,34.9,34.2,-0.9,297.0,1218.0,258.0,68.0,1478.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Toulouse,29,38.0,14701.0,18410.0,79.9,260807.0,95421.0,6323.0,7311.0,86.5,6381.0,7396.0,86.3,1481.0,2706.0,54.7,31.0,37.5,38.9,-6.5,387.0,1302.0,333.0,74.0,1597.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Troyes,32,38.0,18477.0,22021.0,83.9,329374.0,109110.0,7717.0,8709.0,88.6,8320.0,9343.0,89.1,1823.0,2862.0,63.7,51.0,54.5,59.6,-3.5,461.0,1575.0,457.0,111.0,2004.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Ajax,30,34.0,8432.0,11696.0,72.1,158236.0,67888.0,3708.0,4399.0,84.3,3305.0,4086.0,80.9,1148.0,2434.0,47.2,30.0,25.3,23.5,4.7,226.0,639.0,167.0,47.0,738.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs AZ Alkmaar,29,34.0,12501.0,16005.0,78.1,235948.0,84940.0,4994.0,5799.0,86.1,5660.0,6575.0,86.1,1522.0,2843.0,53.5,27.0,28.2,32.6,-1.2,290.0,886.0,238.0,86.0,1124.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Cambuur,31,34.0,12945.0,16595.0,78.0,234275.0,90327.0,5855.0,6759.0,86.6,5253.0,6246.0,84.1,1487.0,2687.0,55.3,46.0,45.6,54.9,0.4,438.0,1119.0,376.0,95.0,1475.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Emmen,30,34.0,13584.0,17361.0,78.2,248419.0,87902.0,5800.0,6732.0,86.2,5852.0,6822.0,85.8,1565.0,2845.0,55.0,50.0,42.7,50.8,7.3,404.0,1165.0,338.0,97.0,1444.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Excelsior,28,34.0,15512.0,19325.0,80.3,282802.0,100309.0,6533.0,7458.0,87.6,6831.0,7877.0,86.7,1735.0,2947.0,58.9,47.0,49.3,55.6,-2.3,432.0,1346.0,428.0,92.0,1814.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Feyenoord,30,34.0,10325.0,13999.0,73.8,195395.0,76990.0,4251.0,5031.0,84.5,4406.0,5324.0,82.8,1359.0,2770.0,49.1,24.0,24.0,23.9,0.0,212.0,768.0,174.0,48.0,904.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Fortuna Sittard,28,34.0,14189.0,17941.0,79.1,248621.0,91309.0,6452.0,7386.0,87.4,5933.0,6939.0,85.5,1401.0,2620.0,53.5,48.0,46.9,55.3,1.1,450.0,1390.0,389.0,101.0,1763.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Go Ahead Eag,27,34.0,13484.0,17336.0,77.8,251661.0,91546.0,5580.0,6471.0,86.2,5928.0,6983.0,84.9,1650.0,2950.0,55.9,41.0,36.8,44.9,4.2,355.0,1105.0,338.0,102.0,1322.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Groningen,36,34.0,13059.0,16842.0,77.5,239750.0,90291.0,5649.0,6507.0,86.8,5475.0,6558.0,83.5,1567.0,2760.0,56.8,57.0,45.5,48.5,11.5,417.0,1128.0,336.0,101.0,1472.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Heerenveen,26,34.0,13267.0,16956.0,78.2,241203.0,89563.0,5775.0,6634.0,87.1,5538.0,6538.0,84.7,1550.0,2861.0,54.2,37.0,40.4,43.7,-3.4,347.0,1123.0,326.0,72.0,1371.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs NEC Nijmegen,22,34.0,12522.0,15852.0,79.0,225807.0,83354.0,5585.0,6328.0,88.3,5152.0,6068.0,84.9,1424.0,2612.0,54.5,31.0,39.4,45.0,-8.4,405.0,1074.0,312.0,82.0,1390.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs PSV Eindhoven,32,34.0,11655.0,15276.0,76.3,209960.0,80921.0,5104.0,5904.0,86.4,4977.0,5950.0,83.6,1233.0,2514.0,49.0,24.0,23.0,28.5,1.0,259.0,835.0,192.0,54.0,1099.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs RKC Waalwijk,27,34.0,14782.0,18226.0,81.1,266892.0,96290.0,6456.0,7254.0,89.0,6317.0,7247.0,87.2,1621.0,2764.0,58.6,41.0,41.9,47.4,-0.9,412.0,1292.0,346.0,78.0,1589.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Sparta R'dam,30,34.0,13801.0,17313.0,79.7,245930.0,90263.0,6190.0,7003.0,88.4,5746.0,6711.0,85.6,1483.0,2674.0,55.5,28.0,34.9,44.8,-6.9,375.0,1268.0,328.0,68.0,1566.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
