Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,League,league_name,season,season_start
Freiburg,24,34.0,12177.0,15960.0,76.3,235666.0,88608.0,4649.0,5516.0,84.3,5693.0,6655.0,85.5,1571.0,2930.0,53.6,34,29.5,26.6,4.5,286.0,858.0,222.0,85.0,1170.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
Gladbach,23,34.0,15207.0,18955.0,80.2,258868.0,94260.0,7096.0,8048.0,88.2,6254.0,7326.0,85.4,1364.0,2401.0,56.8,44,37.1,34.4,6.9,333.0,974.0,248.0,42.0,1371.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
Hertha BSC,32,34.0,12566.0,16169.0,77.7,248502.0,87307.0,4473.0,5282.0,84.7,5998.0,6958.0,86.2,1814.0,3023.0,60.0,29,29.1,27.9,-0.1,278.0,839.0,224.0,75.0,1176.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
Hoffenheim,30,34.0,14269.0,18046.0,79.1,259701.0,96648.0,6008.0,6880.0,87.3,6296.0,7287.0,86.4,1608.0,2822.0,57.0,38,37.4,37.5,0.6,328.0,1113.0,313.0,101.0,1517.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
Köln,28,34.0,11954.0,15870.0,75.3,227260.0,90858.0,4798.0,5675.0,84.5,5204.0,6246.0,83.3,1650.0,3005.0,54.9,23,25.5,27.1,-2.5,254.0,837.0,214.0,83.0,1131.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
Leverkusen,30,34.0,17887.0,21683.0,82.5,323019.0,109005.0,7511.0,8391.0,89.5,7884.0,8922.0,88.4,1988.0,3185.0,62.4,41,34.7,38.0,6.3,351.0,1252.0,263.0,75.0,1522.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
Mainz 05,31,34.0,9531.0,13776.0,69.2,176200.0,76432.0,4003.0,5020.0,79.7,4037.0,5275.0,76.5,1206.0,2557.0,47.2,23,34.9,33.7,-11.9,274.0,781.0,218.0,73.0,1046.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
RB Leipzig,25,34.0,17500.0,21450.0,81.6,292079.0,103411.0,8233.0,9297.0,88.6,7169.0,8272.0,86.7,1453.0,2493.0,58.3,44,43.7,51.9,0.3,418.0,1436.0,367.0,81.0,1718.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
Schalke 04,42,34.0,11084.0,14706.0,75.4,202831.0,76224.0,4611.0,5483.0,84.1,4847.0,5750.0,84.3,1290.0,2483.0,52.0,20,20.6,19.2,-0.6,217.0,668.0,182.0,39.0,943.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
Stuttgart,29,34.0,14115.0,17768.0,79.4,245018.0,95221.0,6481.0,7378.0,87.8,5864.0,6865.0,85.4,1332.0,2415.0,55.2,42,37.1,38.0,4.9,358.0,1063.0,267.0,53.0,1467.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
Union Berlin,27,34.0,11859.0,15951.0,74.3,222470.0,86090.0,4864.0,5826.0,83.5,5148.0,6256.0,82.3,1521.0,2901.0,52.4,39,33.4,31.3,5.6,296.0,835.0,193.0,87.0,1059.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
Werder Bremen,27,34.0,11648.0,15559.0,74.9,211793.0,84074.0,5201.0,6190.0,84.0,4826.0,5900.0,81.8,1349.0,2551.0,52.9,25,21.5,24.3,3.5,252.0,822.0,190.0,81.0,1065.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
Wolfsburg,26,34.0,13133.0,17236.0,76.2,251433.0,91864.0,4953.0,5972.0,82.9,6223.0,7378.0,84.3,1661.0,2905.0,57.2,48,37.7,38.8,10.3,353.0,1004.0,282.0,70.0,1397.0,Bundesliga 2020-2021,bundesliga,2020-2021,2020
Arsenal,29,38.0,18041.0,21807.0,82.7,306094.0,93540.0,8319.0,9236.0,90.1,7770.0,8814.0,88.2,1453.0,2621.0,55.4,38,35.1,35.3,2.9,332.0,1377.0,325.0,67.0,1760.0,Premier League 2020-2021,premier league,2020-2021,2020
Aston Villa,24,38.0,12940.0,16998.0,76.1,235952.0,93019.0,5731.0,6656.0,86.1,5222.0,6209.0,84.1,1571.0,3074.0,51.1,38,37.4,31.4,0.6,403.0,1086.0,323.0,76.0,1420.0,Premier League 2020-2021,premier league,2020-2021,2020
Brighton,27,38.0,15772.0,19871.0,79.4,283213.0,95248.0,6694.0,7654.0,87.5,6893.0,7960.0,86.6,1689.0,3090.0,54.7,24,33.2,34.9,-9.2,358.0,1132.0,358.0,80.0,1516.0,Premier League 2020-2021,premier league,2020-2021,2020
Burnley,25,38.0,10825.0,15562.0,69.6,196816.0,82192.0,5117.0,6058.0,84.5,3688.0,4824.0,76.5,1553.0,3535.0,43.9,20,27.7,26.9,-7.7,267.0,923.0,292.0,80.0,1012.0,Premier League 2020-2021,premier league,2020-2021,2020
Chelsea,27,38.0,21969.0,25799.0,85.2,360450.0,112392.0,10454.0,11454.0,91.3,8965.0,9976.0,89.9,1667.0,2703.0,61.7,38,41.5,37.1,-3.5,448.0,1441.0,377.0,70.0,1798.0,Premier League 2020-2021,premier league,2020-2021,2020
Crystal Palace,24,38.0,11627.0,15597.0,74.5,193706.0,81274.0,5889.0,6882.0,85.6,4127.0,5088.0,81.1,1131.0,2449.0,46.2,29,23.6,23.4,5.4,264.0,838.0,232.0,54.0,1132.0,Premier League 2020-2021,premier league,2020-2021,2020
Everton,29,38.0,14792.0,18696.0,79.1,263227.0,93921.0,6563.0,7438.0,88.2,6125.0,7073.0,86.6,1580.0,2924.0,54.0,32,30.7,28.7,1.3,300.0,944.0,257.0,60.0,1184.0,Premier League 2020-2021,premier league,2020-2021,2020
Fulham,28,38.0,15401.0,19512.0,78.9,270640.0,94395.0,6853.0,7837.0,87.4,6528.0,7611.0,85.8,1529.0,2866.0,53.3,18,26.3,25.3,-8.3,334.0,1019.0,290.0,94.0,1354.0,Premier League 2020-2021,premier league,2020-2021,2020
Leeds United,23,38.0,16284.0,20629.0,78.9,286488.0,99274.0,6970.0,7933.0,87.9,7130.0,8308.0,85.8,1631.0,3014.0,54.1,45,41.9,34.4,3.1,394.0,1110.0,349.0,68.0,1633.0,Premier League 2020-2021,premier league,2020-2021,2020
Leicester City,27,38.0,17014.0,21216.0,80.2,285395.0,94092.0,7893.0,8978.0,87.9,7010.0,8113.0,86.4,1461.0,2737.0,53.4,45,33.7,30.1,11.3,360.0,1209.0,283.0,57.0,1464.0,Premier League 2020-2021,premier league,2020-2021,2020
Liverpool,28,38.0,21929.0,26226.0,83.6,360990.0,115400.0,10789.0,11862.0,91.0,8747.0,9940.0,88.0,1715.0,2969.0,57.8,43,48.3,45.6,-5.3,455.0,1608.0,524.0,82.0,2057.0,Premier League 2020-2021,premier league,2020-2021,2020
Manchester City,24,38.0,23819.0,27167.0,87.7,390212.0,110951.0,11548.0,12409.0,93.1,9673.0,10628.0,91.0,1771.0,2616.0,67.7,55,45.4,43.3,9.6,433.0,1772.0,412.0,41.0,2051.0,Premier League 2020-2021,premier league,2020-2021,2020
Manchester Utd,29,38.0,18800.0,22624.0,83.1,310438.0,100811.0,9248.0,10259.0,90.1,7258.0,8255.0,87.9,1597.0,2585.0,61.8,51,41.6,38.2,9.4,414.0,1419.0,377.0,54.0,1832.0,Premier League 2020-2021,premier league,2020-2021,2020
Newcastle Utd,27,38.0,10839.0,14709.0,73.7,197161.0,77098.0,4828.0,5635.0,85.7,4197.0,5131.0,81.8,1387.0,2879.0,48.2,26,29.0,21.1,-3.0,289.0,739.0,207.0,83.0,903.0,Premier League 2020-2021,premier league,2020-2021,2020
Sheffield Utd,27,38.0,12146.0,16264.0,74.7,207510.0,78589.0,6006.0,6905.0,87.0,4331.0,5303.0,81.7,1277.0,2840.0,45.0,13,24.9,22.0,-11.9,253.0,946.0,253.0,65.0,1196.0,Premier League 2020-2021,premier league,2020-2021,2020
Southampton,29,38.0,14928.0,19288.0,77.4,239028.0,85450.0,7587.0,8659.0,87.6,5629.0,6690.0,84.1,1099.0,2547.0,43.1,33,25.8,22.2,7.2,294.0,894.0,261.0,36.0,1195.0,Premier League 2020-2021,premier league,2020-2021,2020
Tottenham,24,38.0,16508.0,20571.0,80.2,274912.0,94098.0,7801.0,8828.0,88.4,6561.0,7603.0,86.3,1393.0,2672.0,52.1,50,35.3,25.3,14.7,316.0,1035.0,257.0,54.0,1330.0,Premier League 2020-2021,premier league,2020-2021,2020
West Brom,30,38.0,9769.0,13978.0,69.9,177501.0,75746.0,4418.0,5278.0,83.7,3696.0,4783.0,77.3,1273.0,2924.0,43.5,20,24.4,21.3,-4.4,241.0,822.0,196.0,60.0,1027.0,Premier League 2020-2021,premier league,2020-2021,2020
West Ham,24,38.0,12725.0,16901.0,75.3,225666.0,88791.0,5888.0,6864.0,85.8,4948.0,6052.0,81.8,1470.0,2860.0,51.4,46,39.6,31.9,6.4,340.0,1037.0,238.0,95.0,1282.0,Premier League 2020-2021,premier league,2020-2021,2020
Wolves,27,38.0,15548.0,19225.0,80.9,275061.0,93014.0,6990.0,7796.0,89.7,6320.0,7342.0,86.1,1742.0,2944.0,59.2,21,24.1,23.9,-3.1,345.0,1117.0,213.0,85.0,1283.0,Premier League 2020-2021,premier league,2020-2021,2020
Alavés,30,38.0,10217.0,14390.0,71.0,196749.0,86617.0,4465.0,5486.0,81.4,4015.0,5139.0,78.1,1482.0,2923.0,50.7,21,27.4,21.0,-6.4,256.0,789.0,189.0,82.0,939.0,La Liga 2020-2021,la liga,2020-2021,2020
Athletic Club,27,38.0,13577.0,17841.0,76.1,251118.0,91439.0,5872.0,6901.0,85.1,5484.0,6607.0,83.0,1791.0,3120.0,57.4,31,31.0,27.9,0.0,303.0,1054.0,284.0,79.0,1496.0,La Liga 2020-2021,la liga,2020-2021,2020
Atlético Madrid,25,38.0,16757.0,20680.0,81.0,276506.0,95008.0,8278.0,9219.0,89.8,5931.0,6995.0,84.8,1653.0,2869.0,57.6,54,40.6,38.8,13.4,347.0,1144.0,370.0,53.0,1604.0,La Liga 2020-2021,la liga,2020-2021,2020
Barcelona,25,38.0,25192.0,28488.0,88.4,384110.0,119170.0,13304.0,14257.0,93.3,9056.0,9893.0,91.5,1599.0,2287.0,69.9,51,53.2,63.6,-2.2,452.0,1874.0,517.0,52.0,2157.0,La Liga 2020-2021,la liga,2020-2021,2020
Betis,25,38.0,15816.0,19679.0,80.4,273427.0,94370.0,7406.0,8310.0,89.1,6094.0,7035.0,86.6,1673.0,3002.0,55.7,35,33.4,30.5,1.6,335.0,1048.0,297.0,80.0,1442.0,La Liga 2020-2021,la liga,2020-2021,2020
Cádiz,34,38.0,7949.0,12067.0,65.9,158876.0,72248.0,3244.0,4091.0,79.3,3064.0,4071.0,75.3,1319.0,2992.0,44.1,16,20.4,16.9,-4.4,196.0,653.0,152.0,73.0,854.0,La Liga 2020-2021,la liga,2020-2021,2020
Celta Vigo,30,38.0,15176.0,19318.0,78.6,263065.0,91357.0,6912.0,7946.0,87.0,6117.0,7188.0,85.1,1552.0,2914.0,53.3,39,36.7,32.0,2.3,267.0,978.0,248.0,48.0,1308.0,La Liga 2020-2021,la liga,2020-2021,2020
Eibar,30,38.0,11810.0,16890.0,69.9,234607.0,92605.0,4840.0,5844.0,82.8,4584.0,5965.0,76.8,2002.0,4026.0,49.7,20,29.9,28.5,-9.9,309.0,1119.0,254.0,118.0,1295.0,La Liga 2020-2021,la liga,2020-2021,2020
Elche,30,38.0,13481.0,17054.0,79.0,244141.0,94274.0,6024.0,6751.0,89.2,5311.0,6194.0,85.7,1653.0,3001.0,55.1,25,21.8,19.8,3.2,190.0,785.0,148.0,79.0,929.0,La Liga 2020-2021,la liga,2020-2021,2020
Getafe,31,38.0,8977.0,13863.0,64.8,170990.0,76315.0,4043.0,5155.0,78.4,3111.0,4340.0,71.7,1417.0,3219.0,44.0,14,23.6,24.0,-9.6,261.0,863.0,225.0,102.0,1090.0,La Liga 2020-2021,la liga,2020-2021,2020
Granada,34,38.0,9083.0,13336.0,68.1,173761.0,74249.0,3915.0,4776.0,82.0,3574.0,4629.0,77.2,1288.0,2951.0,43.6,30,26.8,22.6,3.2,224.0,813.0,173.0,58.0,975.0,La Liga 2020-2021,la liga,2020-2021,2020
Huesca,27,38.0,13511.0,17483.0,77.3,250957.0,87960.0,5695.0,6489.0,87.8,5786.0,6819.0,84.9,1679.0,3199.0,52.5,23,26.6,25.3,-3.6,295.0,898.0,221.0,113.0,1185.0,La Liga 2020-2021,la liga,2020-2021,2020
Levante,29,38.0,14189.0,18113.0,78.3,256983.0,95961.0,6357.0,7201.0,88.3,5757.0,6801.0,84.6,1695.0,3077.0,55.1,35,29.6,30.0,5.4,286.0,1087.0,306.0,83.0,1537.0,La Liga 2020-2021,la liga,2020-2021,2020
Osasuna,28,38.0,10233.0,15031.0,68.1,201352.0,91555.0,4401.0,5541.0,79.4,3869.0,5149.0,75.1,1649.0,3329.0,49.5,25,24.9,27.9,0.1,259.0,968.0,261.0,101.0,1220.0,La Liga 2020-2021,la liga,2020-2021,2020
Real Madrid,30,38.0,20652.0,24119.0,85.6,352965.0,111437.0,9790.0,10620.0,92.2,7728.0,8593.0,89.9,2214.0,3224.0,68.7,53,47.4,48.8,5.6,438.0,1525.0,401.0,77.0,1920.0,La Liga 2020-2021,la liga,2020-2021,2020
Real Sociedad,30,38.0,14915.0,18995.0,78.5,264692.0,91984.0,6592.0,7589.0,86.9,6282.0,7368.0,85.3,1582.0,2840.0,55.7,39,39.6,39.7,-0.6,308.0,1100.0,343.0,64.0,1554.0,La Liga 2020-2021,la liga,2020-2021,2020
Sevilla,26,38.0,19248.0,22873.0,84.2,342985.0,106478.0,8654.0,9471.0,91.4,7775.0,8720.0,89.2,2190.0,3442.0,63.6,36,41.0,40.1,-5.0,387.0,1234.0,346.0,122.0,1627.0,La Liga 2020-2021,la liga,2020-2021,2020
Valencia,30,38.0,12755.0,16480.0,77.4,241622.0,89245.0,5332.0,6142.0,86.8,5304.0,6236.0,85.1,1735.0,3073.0,56.5,35,27.2,24.8,7.8,283.0,926.0,239.0,62.0,1180.0,La Liga 2020-2021,la liga,2020-2021,2020
Valladolid,32,38.0,11145.0,15385.0,72.4,206105.0,80260.0,4972.0,5863.0,84.8,4299.0,5283.0,81.4,1489.0,3187.0,46.7,21,24.2,25.7,-3.2,263.0,873.0,213.0,90.0,1101.0,La Liga 2020-2021,la liga,2020-2021,2020
Villarreal,29,38.0,17508.0,21129.0,82.9,305401.0,104843.0,8074.0,8963.0,90.1,7097.0,8015.0,88.5,1788.0,2857.0,62.6,33,40.5,40.7,-7.5,317.0,1175.0,358.0,81.0,1628.0,La Liga 2020-2021,la liga,2020-2021,2020
Atalanta,30,38.0,18066.0,22063.0,81.9,310229.0,109918.0,8542.0,9641.0,88.6,7388.0,8505.0,86.9,1686.0,2744.0,61.4,65,55.5,49.1,9.5,487.0,1635.0,490.0,85.0,2077.0,Serie A 2020-2021,serie a,2020-2021,2020
Benevento,29,38.0,11573.0,15318.0,75.6,210156.0,81278.0,4998.0,5811.0,86.0,4745.0,5735.0,82.7,1419.0,2776.0,51.1,26,27.6,24.7,-1.6,300.0,762.0,270.0,85.0,1096.0,Serie A 2020-2021,serie a,2020-2021,2020
Bologna,37,38.0,14683.0,18539.0,79.2,256726.0,99247.0,6691.0,7649.0,87.5,5991.0,7098.0,84.4,1528.0,2647.0,57.7,38,39.0,29.3,-1.0,372.0,1192.0,262.0,60.0,1516.0,Serie A 2020-2021,serie a,2020-2021,2020
Cagliari,32,38.0,13040.0,16868.0,77.3,235882.0,89906.0,5808.0,6707.0,86.6,5347.0,6417.0,83.3,1541.0,2778.0,55.5,30,34.0,30.8,-4.0,317.0,967.0,276.0,91.0,1228.0,Serie A 2020-2021,serie a,2020-2021,2020
Crotone,31,38.0,13532.0,17229.0,78.5,245442.0,95255.0,5782.0,6594.0,87.7,6004.0,7014.0,85.6,1437.0,2695.0,53.3,27,23.9,22.1,3.1,269.0,862.0,224.0,68.0,1217.0,Serie A 2020-2021,serie a,2020-2021,2020
Fiorentina,30,38.0,13430.0,17136.0,78.4,246275.0,88848.0,5748.0,6592.0,87.2,5603.0,6571.0,85.3,1668.0,2930.0,56.9,31,31.6,28.0,-0.6,266.0,1130.0,245.0,93.0,1353.0,Serie A 2020-2021,serie a,2020-2021,2020
Genoa,34,38.0,13950.0,17947.0,77.7,246168.0,89422.0,6409.0,7297.0,87.8,5470.0,6510.0,84.0,1601.0,3000.0,53.4,32,26.4,19.4,5.6,249.0,920.0,226.0,74.0,1165.0,Serie A 2020-2021,serie a,2020-2021,2020
Hellas Verona,32,38.0,12926.0,17419.0,74.2,232123.0,85512.0,5724.0,6738.0,85.0,5450.0,6669.0,81.7,1405.0,2918.0,48.1,30,33.5,27.8,-3.5,304.0,1088.0,289.0,67.0,1490.0,Serie A 2020-2021,serie a,2020-2021,2020
Inter,25,38.0,18384.0,21624.0,85.0,321565.0,102857.0,8126.0,8970.0,90.6,7965.0,8842.0,90.1,1776.0,2636.0,67.4,62,52.5,46.5,9.5,422.0,1361.0,395.0,96.0,1707.0,Serie A 2020-2021,serie a,2020-2021,2020
Juventus,30,38.0,19839.0,23031.0,86.1,353120.0,113338.0,8475.0,9273.0,91.4,8934.0,9758.0,91.6,1969.0,2877.0,68.4,59,55.1,40.5,3.9,470.0,1454.0,356.0,89.0,1768.0,Serie A 2020-2021,serie a,2020-2021,2020
Lazio,30,38.0,16972.0,20795.0,81.6,304863.0,108222.0,7366.0,8356.0,88.2,7099.0,8110.0,87.5,2007.0,3161.0,63.5,40,39.6,34.6,0.4,391.0,1479.0,398.0,115.0,1688.0,Serie A 2020-2021,serie a,2020-2021,2020
Milan,29,38.0,15889.0,19459.0,81.7,275188.0,97709.0,7279.0,8168.0,89.1,6493.0,7406.0,87.7,1617.0,2709.0,59.7,47,43.9,40.1,3.1,408.0,1250.0,346.0,80.0,1483.0,Serie A 2020-2021,serie a,2020-2021,2020
Napoli,25,38.0,18892.0,22210.0,85.1,319926.0,104978.0,9198.0,10054.0,91.5,7244.0,8103.0,89.4,1879.0,2799.0,67.1,56,46.9,38.6,9.1,479.0,1325.0,363.0,69.0,1703.0,Serie A 2020-2021,serie a,2020-2021,2020
Parma,42,38.0,14837.0,18427.0,80.5,288732.0,105937.0,5771.0,6609.0,87.3,6553.0,7501.0,87.4,2179.0,3355.0,64.9,26,30.5,26.1,-4.5,286.0,1074.0,238.0,90.0,1319.0,Serie A 2020-2021,serie a,2020-2021,2020
Roma,31,38.0,16561.0,19977.0,82.9,303327.0,98451.0,6898.0,7773.0,88.7,7551.0,8390.0,90.0,1810.0,2923.0,61.9,51,48.2,37.1,2.8,395.0,1207.0,328.0,68.0,1583.0,Serie A 2020-2021,serie a,2020-2021,2020
Sampdoria,27,38.0,13423.0,17643.0,76.1,241858.0,92319.0,6023.0,7007.0,86.0,5353.0,6512.0,82.2,1630.0,3045.0,53.5,37,31.9,28.8,5.1,321.0,1006.0,265.0,76.0,1370.0,Serie A 2020-2021,serie a,2020-2021,2020
Sassuolo,28,38.0,20368.0,23660.0,86.1,329660.0,107912.0,10297.0,11141.0,92.4,7918.0,8787.0,90.1,1539.0,2467.0,62.4,36,34.0,31.0,2.0,381.0,1539.0,353.0,46.0,1746.0,Serie A 2020-2021,serie a,2020-2021,2020
Spezia,35,38.0,15565.0,19567.0,79.5,303384.0,99239.0,6096.0,6927.0,88.0,6763.0,7842.0,86.2,2380.0,3847.0,61.9,37,31.1,27.5,5.9,289.0,1134.0,254.0,69.0,1388.0,Serie A 2020-2021,serie a,2020-2021,2020
Torino,29,38.0,13369.0,17163.0,77.9,240588.0,86398.0,6122.0,6894.0,88.8,5209.0,6234.0,83.6,1675.0,3057.0,54.8,28,32.2,27.7,-4.2,309.0,958.0,236.0,96.0,1138.0,Serie A 2020-2021,serie a,2020-2021,2020
Udinese,33,38.0,13917.0,17414.0,79.9,242519.0,89246.0,6417.0,7237.0,88.7,5667.0,6618.0,85.6,1389.0,2492.0,55.7,30,30.0,27.7,0.0,294.0,1041.0,270.0,70.0,1405.0,Serie A 2020-2021,serie a,2020-2021,2020
Angers,31,38.0,14883.0,18822.0,79.1,260279.0,99308.0,6976.0,7852.0,88.8,5985.0,7038.0,85.0,1531.0,2897.0,52.8,23,26.4,25.0,-3.4,294.0,1059.0,221.0,62.0,1435.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Bordeaux,28,38.0,15862.0,19490.0,81.4,283184.0,102852.0,7065.0,7953.0,88.8,6665.0,7634.0,87.3,1694.0,2878.0,58.9,32,31.4,27.2,0.6,319.0,978.0,186.0,57.0,1303.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Brest,26,38.0,15437.0,19407.0,79.5,292474.0,108202.0,6267.0,7228.0,86.7,6798.0,7856.0,86.5,2034.0,3384.0,60.1,31,36.0,36.5,-5.0,337.0,1178.0,301.0,123.0,1438.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Dijon,33,38.0,13948.0,17901.0,77.9,255832.0,97586.0,5993.0,6862.0,87.3,6024.0,7094.0,84.9,1638.0,3054.0,53.6,15,22.6,19.7,-7.6,253.0,936.0,185.0,56.0,1203.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Lens,27,38.0,15078.0,18957.0,79.5,276447.0,96848.0,6283.0,7229.0,86.9,6713.0,7778.0,86.3,1682.0,2916.0,57.7,35,37.8,33.3,-2.8,327.0,1132.0,264.0,90.0,1567.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Lille,21,38.0,17886.0,21892.0,81.7,305333.0,103853.0,8342.0,9348.0,89.2,7195.0,8239.0,87.3,1668.0,2938.0,56.8,39,34.4,33.6,4.6,365.0,1488.0,251.0,58.0,1660.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Lorient,27,38.0,13171.0,17085.0,77.1,232514.0,87993.0,6009.0,6910.0,87.0,5392.0,6409.0,84.1,1381.0,2801.0,49.3,26,30.8,25.8,-4.8,289.0,910.0,191.0,55.0,1169.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Lyon,29,38.0,17683.0,21396.0,82.6,304026.0,112587.0,8263.0,9252.0,89.3,7091.0,8150.0,87.0,1737.0,2736.0,63.5,46,54.9,52.2,-8.9,455.0,1444.0,426.0,77.0,1991.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Marseille,31,38.0,16481.0,20532.0,80.3,280703.0,101346.0,7937.0,8895.0,89.2,6509.0,7552.0,86.2,1511.0,2858.0,52.9,45,36.5,33.9,8.5,299.0,1196.0,228.0,52.0,1499.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Metz,27,38.0,13167.0,16956.0,77.7,242610.0,90624.0,5653.0,6462.0,87.5,5598.0,6622.0,84.5,1579.0,2982.0,53.0,28,28.3,23.5,-0.3,316.0,936.0,191.0,70.0,1221.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Monaco,30,38.0,17738.0,21991.0,80.7,318971.0,108259.0,7468.0,8476.0,88.1,8001.0,9214.0,86.8,1824.0,3175.0,57.4,52,46.7,46.1,5.3,370.0,1347.0,364.0,80.0,1750.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Montpellier,25,38.0,12720.0,16620.0,76.5,250354.0,102518.0,5023.0,5873.0,85.5,5305.0,6394.0,83.0,2068.0,3425.0,60.4,42,33.8,32.8,8.2,333.0,1011.0,250.0,121.0,1315.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Nantes,25,38.0,12326.0,16537.0,74.5,217118.0,85188.0,5694.0,6654.0,85.6,4978.0,6151.0,80.9,1305.0,2790.0,46.8,28,29.4,26.0,-1.4,298.0,1103.0,175.0,49.0,1350.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Nice,31,38.0,18110.0,21589.0,83.9,309198.0,101348.0,8487.0,9373.0,90.5,7619.0,8561.0,89.0,1563.0,2622.0,59.6,26,29.9,29.3,-3.9,282.0,1156.0,230.0,59.0,1531.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Nîmes,33,38.0,12696.0,16714.0,76.0,239437.0,90404.0,5153.0,5992.0,86.0,5509.0,6565.0,83.9,1656.0,3200.0,51.8,26,29.9,26.3,-3.9,285.0,903.0,199.0,58.0,1200.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Paris S-G,33,38.0,22941.0,26137.0,87.8,354458.0,118629.0,12123.0,13008.0,93.2,8404.0,9299.0,90.4,1439.0,2205.0,65.3,52,55.6,52.9,-3.6,411.0,1831.0,427.0,74.0,2089.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Reims,29,38.0,13535.0,17170.0,78.8,258466.0,89989.0,5325.0,6112.0,87.1,6107.0,7064.0,86.5,1800.0,3175.0,56.7,23,21.7,20.8,1.3,275.0,968.0,210.0,57.0,1246.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Rennes,32,38.0,20011.0,23914.0,83.7,351486.0,119377.0,9190.0,10204.0,90.1,8499.0,9564.0,88.9,1926.0,3135.0,61.4,39,35.3,40.8,3.7,376.0,1556.0,293.0,83.0,1883.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Saint-Étienne,40,38.0,13609.0,17666.0,77.0,244243.0,93333.0,6072.0,7028.0,86.4,5531.0,6605.0,83.7,1579.0,2986.0,52.9,28,31.6,25.9,-3.6,330.0,934.0,228.0,87.0,1229.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Strasbourg,26,38.0,13120.0,17175.0,76.4,263920.0,100553.0,4985.0,5851.0,85.2,5680.0,6733.0,84.4,2137.0,3638.0,58.7,26,32.1,34.7,-6.1,272.0,1012.0,253.0,98.0,1301.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
ADO Den Haag,37,34.0,10170.0,13930.0,73.0,198551.0,82270.0,4001.0,4775.0,83.8,4522.0,5528.0,81.8,1414.0,2857.0,49.5,20,18.1,18.6,1.9,219.0,755.0,161.0,53.0,903.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Ajax,30,34.0,18259.0,21972.0,83.1,308035.0,114527.0,8739.0,9756.0,89.6,7388.0,8417.0,87.8,1580.0,2537.0,62.3,74,70.3,89.6,3.7,500.0,1759.0,594.0,110.0,2346.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
AZ Alkmaar,25,34.0,15647.0,19169.0,81.6,279309.0,99064.0,6774.0,7645.0,88.6,6986.0,7893.0,88.5,1523.0,2700.0,56.4,45,45.6,46.4,-0.6,369.0,1244.0,377.0,53.0,1694.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Emmen,32,34.0,14947.0,18960.0,78.8,272132.0,96501.0,6567.0,7430.0,88.4,6122.0,7089.0,86.4,1789.0,3319.0,53.9,15,27.3,27.3,-12.3,268.0,964.0,196.0,54.0,1147.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Feyenoord,30,34.0,15913.0,19384.0,82.1,290168.0,103215.0,6849.0,7706.0,88.9,6737.0,7671.0,87.8,1881.0,3016.0,62.4,39,45.0,47.9,-6.0,420.0,1323.0,363.0,92.0,1700.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Fortuna Sittard,30,34.0,10817.0,15081.0,71.7,206686.0,85192.0,4461.0,5385.0,82.8,4601.0,5805.0,79.3,1480.0,3059.0,48.4,34,33.8,32.2,0.2,278.0,877.0,215.0,45.0,1023.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
