Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,League
Emmen,29,51.8,26.0,16641.0,1769.0,5716.0,7924.0,3165.0,453.0,16638.0,540.0,316.0,58.5,223.0,41.3,8849.0,47983.0,24533.0,451.0,332.0,90.0,387.0,235.0,10783.0,985.0,Eredivisie 2019-2020
Feyenoord,30,54.3,25.0,17043.0,1473.0,4788.0,8458.0,3968.0,659.0,17034.0,569.0,367.0,64.5,201.0,35.3,9796.0,54672.0,29269.0,535.0,384.0,159.0,401.0,301.0,11453.0,1150.0,Eredivisie 2019-2020
Fortuna Sittard,27,45.1,26.0,14362.0,1718.0,4789.0,6595.0,3118.0,363.0,14358.0,315.0,213.0,67.6,102.0,32.4,7558.0,42350.0,21484.0,386.0,343.0,60.0,450.0,262.0,8327.0,809.0,Eredivisie 2019-2020
Groningen,25,48.6,26.0,15224.0,1743.0,5304.0,6820.0,3308.0,440.0,15218.0,430.0,282.0,65.6,148.0,34.4,9143.0,54169.0,27900.0,499.0,364.0,85.0,472.0,234.0,9129.0,918.0,Eredivisie 2019-2020
Heerenveen,24,51.0,26.0,16747.0,1711.0,5140.0,7829.0,3942.0,617.0,16741.0,640.0,332.0,51.9,304.0,47.5,10090.0,62412.0,33052.0,682.0,494.0,196.0,467.0,254.0,10491.0,1069.0,Eredivisie 2019-2020
Heracles Almelo,23,48.2,26.0,15460.0,1685.0,5272.0,6949.0,3439.0,545.0,15458.0,466.0,260.0,55.8,206.0,44.2,8028.0,50100.0,26675.0,504.0,361.0,126.0,466.0,327.0,9217.0,941.0,Eredivisie 2019-2020
PSV Eindhoven,29,54.7,26.0,18011.0,1523.0,4609.0,8693.0,4913.0,768.0,18005.0,531.0,348.0,65.5,183.0,34.5,10528.0,58582.0,31879.0,642.0,499.0,220.0,447.0,308.0,11991.0,1225.0,Eredivisie 2019-2020
RKC Waalwijk,28,49.8,26.0,16002.0,1916.0,5564.0,7163.0,3444.0,481.0,16000.0,457.0,261.0,57.1,196.0,42.9,8871.0,49777.0,25435.0,520.0,350.0,121.0,445.0,283.0,10071.0,1018.0,Eredivisie 2019-2020
Sparta R'dam,23,40.7,26.0,13356.0,1589.0,4422.0,5905.0,3178.0,507.0,13352.0,406.0,234.0,57.6,172.0,42.4,6462.0,35799.0,17580.0,391.0,274.0,107.0,471.0,252.0,7194.0,922.0,Eredivisie 2019-2020
Twente,25,50.2,26.0,16782.0,2015.0,6145.0,7572.0,3235.0,440.0,16776.0,393.0,236.0,60.1,157.0,39.9,8803.0,48114.0,25460.0,445.0,324.0,118.0,417.0,257.0,10876.0,991.0,Eredivisie 2019-2020
Utrecht,30,52.5,25.0,15789.0,1378.0,4406.0,7580.0,3970.0,641.0,15782.0,414.0,252.0,60.9,162.0,39.1,9291.0,54398.0,28876.0,592.0,393.0,172.0,420.0,280.0,10441.0,1183.0,Eredivisie 2019-2020
Vitesse,25,49.1,26.0,15579.0,1642.0,5124.0,7155.0,3470.0,542.0,15574.0,399.0,211.0,52.9,188.0,47.1,8083.0,48154.0,26574.0,482.0,344.0,102.0,395.0,245.0,9518.0,979.0,Eredivisie 2019-2020
VVV-Venlo,25,40.2,26.0,12963.0,1787.0,4786.0,5471.0,2852.0,451.0,12958.0,432.0,233.0,53.9,199.0,46.1,6175.0,36980.0,18980.0,407.0,247.0,122.0,400.0,235.0,7143.0,826.0,Eredivisie 2019-2020
Willem II,24,47.7,26.0,15171.0,1495.0,4589.0,7286.0,3454.0,458.0,15166.0,518.0,280.0,54.1,238.0,45.9,7679.0,45892.0,23393.0,468.0,325.0,125.0,458.0,314.0,8737.0,828.0,Eredivisie 2019-2020
Zwolle,30,50.1,26.0,16010.0,1987.0,6360.0,6947.0,2860.0,471.0,16007.0,442.0,251.0,56.8,191.0,43.2,8865.0,49315.0,24756.0,446.0,303.0,110.0,395.0,264.0,10244.0,924.0,Eredivisie 2019-2020
Aves,44,41.3,34.0,15112.0,1874.0,5633.0,6487.0,3197.0,349.0,15106.0,502.0,286.0,57.0,216.0,43.0,6804.0,40820.0,19579.0,402.0,285.0,103.0,566.0,293.0,7515.0,801.0,Primeira Liga 2019-2020
B-SAD,41,49.1,34.0,18183.0,2130.0,6711.0,8083.0,3552.0,456.0,18179.0,450.0,261.0,58.0,187.0,41.6,9736.0,49910.0,24180.0,409.0,319.0,80.0,465.0,322.0,10736.0,972.0,Primeira Liga 2019-2020
Benfica,28,57.8,34.0,22855.0,1679.0,6108.0,11071.0,5873.0,894.0,22846.0,589.0,339.0,57.6,250.0,42.4,13423.0,67879.0,34879.0,678.0,484.0,158.0,516.0,259.0,15542.0,1783.0,Primeira Liga 2019-2020
Boavista,27,42.8,34.0,15824.0,1863.0,5837.0,6973.0,3203.0,391.0,15820.0,470.0,251.0,53.4,219.0,46.6,7353.0,38743.0,18385.0,372.0,294.0,74.0,499.0,326.0,8478.0,891.0,Primeira Liga 2019-2020
Braga,36,58.5,34.0,21947.0,1697.0,5921.0,11004.0,5232.0,776.0,21943.0,506.0,306.0,60.5,200.0,39.5,12745.0,64564.0,33634.0,640.0,459.0,122.0,479.0,273.0,14758.0,1654.0,Primeira Liga 2019-2020
Famalicão,26,52.6,34.0,19390.0,2040.0,6981.0,8724.0,3879.0,498.0,19382.0,529.0,284.0,53.7,245.0,46.3,10458.0,58238.0,30515.0,556.0,380.0,124.0,512.0,287.0,12330.0,1242.0,Primeira Liga 2019-2020
Gil Vicente FC,27,47.5,34.0,17318.0,1724.0,5831.0,7783.0,3895.0,468.0,17312.0,433.0,266.0,61.4,167.0,38.6,8865.0,50830.0,24307.0,482.0,323.0,120.0,547.0,379.0,10232.0,1133.0,Primeira Liga 2019-2020
Marítimo,30,47.1,34.0,17748.0,2144.0,6603.0,8062.0,3301.0,396.0,17744.0,496.0,310.0,62.5,186.0,37.5,9186.0,51582.0,24481.0,447.0,357.0,83.0,563.0,337.0,10344.0,921.0,Primeira Liga 2019-2020
Moreirense,27,44.1,34.0,16568.0,2058.0,6049.0,7109.0,3603.0,458.0,16564.0,460.0,288.0,62.6,172.0,37.4,9488.0,46750.0,23360.0,482.0,349.0,101.0,512.0,356.0,9287.0,1009.0,Primeira Liga 2019-2020
Paços de Ferreira,31,46.9,34.0,16472.0,1745.0,5661.0,7258.0,3745.0,485.0,16468.0,405.0,234.0,57.8,170.0,42.0,8440.0,44499.0,20568.0,425.0,353.0,81.0,524.0,321.0,9179.0,1123.0,Primeira Liga 2019-2020
Portimonense,32,51.1,34.0,18984.0,1905.0,6157.0,8884.0,4143.0,500.0,18980.0,486.0,284.0,58.4,202.0,41.6,9751.0,53304.0,24507.0,469.0,356.0,94.0,555.0,363.0,11524.0,1278.0,Primeira Liga 2019-2020
Porto,28,59.5,34.0,21607.0,1611.0,5549.0,10979.0,5299.0,842.0,21593.0,702.0,408.0,58.1,292.0,41.6,11839.0,63014.0,32273.0,636.0,515.0,161.0,505.0,336.0,14525.0,1533.0,Primeira Liga 2019-2020
Rio Ave,27,55.7,34.0,21555.0,1965.0,7235.0,10268.0,4259.0,654.0,21540.0,466.0,293.0,62.9,173.0,37.1,11955.0,61753.0,30321.0,600.0,408.0,153.0,462.0,276.0,14419.0,1373.0,Primeira Liga 2019-2020
Santa Clara,29,46.1,34.0,16777.0,1894.0,6196.0,7160.0,3596.0,504.0,16771.0,399.0,229.0,57.4,168.0,42.1,7313.0,41948.0,19806.0,364.0,297.0,58.0,494.0,302.0,9208.0,956.0,Primeira Liga 2019-2020
Sporting CP,36,58.4,34.0,21626.0,1775.0,6522.0,10421.0,4911.0,641.0,21618.0,613.0,392.0,63.9,221.0,36.1,12252.0,64875.0,32932.0,616.0,429.0,148.0,544.0,387.0,14835.0,1461.0,Primeira Liga 2019-2020
Tondela,30,45.8,34.0,17329.0,1991.0,6285.0,7690.0,3540.0,430.0,17318.0,462.0,236.0,51.1,226.0,48.9,8927.0,48618.0,23023.0,446.0,313.0,84.0,504.0,353.0,10118.0,990.0,Primeira Liga 2019-2020
Vitória,32,50.7,34.0,18761.0,1546.0,5235.0,8258.0,5510.0,791.0,18754.0,633.0,387.0,61.1,246.0,38.9,10721.0,66005.0,34496.0,763.0,522.0,168.0,512.0,343.0,11647.0,1616.0,Primeira Liga 2019-2020
Vitória Setúbal,31,45.0,34.0,16866.0,2365.0,6966.0,7057.0,3067.0,369.0,16865.0,536.0,315.0,58.8,221.0,41.2,8230.0,47070.0,22742.0,421.0,353.0,77.0,549.0,352.0,9618.0,836.0,Primeira Liga 2019-2020
Barnsley,32,52.3,46.0,26590.0,2460.0,8232.0,11781.0,6867.0,920.0,26588.0,687.0,397.0,57.8,289.0,42.1,12246.0,69567.0,35881.0,805.0,610.0,210.0,914.0,479.0,13748.0,1711.0,Championship 2019-2020
Birmingham City,32,45.8,46.0,23539.0,2543.0,7636.0,10345.0,5828.0,987.0,23536.0,678.0,413.0,60.9,265.0,39.1,10831.0,65866.0,31817.0,690.0,513.0,150.0,749.0,476.0,12194.0,1398.0,Championship 2019-2020
Blackburn,27,52.4,46.0,26501.0,2701.0,8855.0,11575.0,6318.0,873.0,26496.0,593.0,350.0,59.0,243.0,41.0,13615.0,75943.0,36441.0,735.0,511.0,182.0,643.0,465.0,15953.0,1537.0,Championship 2019-2020
Brentford,29,57.8,46.0,29962.0,3183.0,10005.0,13090.0,7144.0,1228.0,29956.0,766.0,466.0,60.8,300.0,39.2,16648.0,97263.0,54074.0,1001.0,643.0,320.0,754.0,471.0,19500.0,2102.0,Championship 2019-2020
Bristol City,32,47.7,46.0,25173.0,3124.0,8770.0,11320.0,5328.0,851.0,25170.0,666.0,403.0,60.5,263.0,39.5,11252.0,65361.0,33597.0,600.0,427.0,138.0,762.0,405.0,13954.0,1441.0,Championship 2019-2020
Cardiff City,29,43.2,46.0,21545.0,2559.0,6978.0,9090.0,5731.0,956.0,21541.0,524.0,322.0,61.5,202.0,38.5,9977.0,54781.0,24513.0,512.0,402.0,169.0,619.0,472.0,10320.0,1252.0,Championship 2019-2020
Charlton Ath,33,45.6,46.0,23460.0,3067.0,8527.0,9693.0,5452.0,805.0,23455.0,528.0,298.0,56.4,230.0,43.6,10881.0,63230.0,32382.0,586.0,398.0,163.0,689.0,394.0,12934.0,1374.0,Championship 2019-2020
Derby County,31,52.6,46.0,28275.0,3309.0,9837.0,13135.0,5582.0,814.0,28266.0,664.0,417.0,62.8,246.0,37.0,15723.0,84421.0,45615.0,783.0,619.0,190.0,742.0,457.0,17961.0,1569.0,Championship 2019-2020
Fulham,28,60.8,46.0,31832.0,2960.0,9669.0,14871.0,7526.0,1031.0,31827.0,708.0,427.0,60.3,279.0,39.4,16228.0,96687.0,52330.0,945.0,591.0,258.0,807.0,538.0,21676.0,2059.0,Championship 2019-2020
Huddersfield,39,51.1,46.0,25917.0,2540.0,7980.0,12303.0,5959.0,744.0,25909.0,794.0,430.0,54.2,364.0,45.8,12654.0,75325.0,38086.0,796.0,622.0,189.0,762.0,431.0,15467.0,1618.0,Championship 2019-2020
Hull City,33,43.9,46.0,23058.0,2809.0,8048.0,9510.0,5755.0,900.0,23056.0,637.0,372.0,58.4,265.0,41.6,10536.0,63202.0,33425.0,693.0,445.0,206.0,702.0,444.0,12010.0,1455.0,Championship 2019-2020
Leeds United,28,63.7,46.0,30933.0,2631.0,10330.0,12437.0,8421.0,1355.0,30927.0,698.0,423.0,60.6,275.0,39.4,14866.0,88793.0,49037.0,1057.0,594.0,258.0,768.0,460.0,20014.0,2510.0,Championship 2019-2020
Luton Town,28,46.5,46.0,23852.0,3083.0,8860.0,9677.0,5537.0,721.0,23845.0,660.0,384.0,58.2,276.0,41.8,12341.0,70188.0,34573.0,663.0,408.0,146.0,706.0,493.0,13166.0,1278.0,Championship 2019-2020
Middlesbrough,30,46.1,46.0,23033.0,2689.0,7815.0,9791.0,5734.0,825.0,23027.0,753.0,411.0,54.6,342.0,45.4,11148.0,68210.0,34803.0,745.0,516.0,182.0,723.0,450.0,11907.0,1327.0,Championship 2019-2020
Millwall,26,43.4,46.0,22727.0,2401.0,7120.0,9611.0,6237.0,829.0,22721.0,567.0,312.0,55.0,255.0,45.0,10063.0,57585.0,27997.0,632.0,456.0,123.0,706.0,412.0,11619.0,1287.0,Championship 2019-2020
Nott'ham Forest,30,46.3,46.0,24620.0,2940.0,8992.0,10212.0,5752.0,803.0,24615.0,715.0,434.0,60.7,281.0,39.3,12022.0,74193.0,39001.0,847.0,596.0,183.0,736.0,487.0,13787.0,1401.0,Championship 2019-2020
Preston,26,51.6,46.0,25682.0,2798.0,7997.0,11130.0,6757.0,914.0,25671.0,487.0,245.0,50.3,242.0,49.7,10625.0,56749.0,27071.0,497.0,348.0,178.0,708.0,350.0,14309.0,1507.0,Championship 2019-2020
QPR,29,54.1,46.0,27293.0,2951.0,9753.0,11610.0,6224.0,959.0,27289.0,773.0,473.0,61.2,299.0,38.7,13023.0,78328.0,41461.0,778.0,524.0,233.0,791.0,486.0,17018.0,1604.0,Championship 2019-2020
Reading,31,45.9,46.0,24722.0,3049.0,8872.0,10779.0,5401.0,816.0,24714.0,814.0,510.0,62.7,304.0,37.3,12912.0,76161.0,37854.0,757.0,584.0,182.0,739.0,458.0,14201.0,1341.0,Championship 2019-2020
Sheffield Weds,29,47.5,46.0,23447.0,2369.0,7544.0,10103.0,6098.0,985.0,23440.0,681.0,397.0,58.3,284.0,41.7,11934.0,69017.0,32976.0,746.0,498.0,205.0,691.0,437.0,12616.0,1332.0,Championship 2019-2020
Stoke City,35,46.7,46.0,24430.0,2484.0,7665.0,10992.0,6001.0,880.0,24427.0,500.0,280.0,56.0,220.0,44.0,11029.0,62782.0,30133.0,576.0,402.0,150.0,677.0,393.0,13536.0,1398.0,Championship 2019-2020
Swansea City,29,52.2,46.0,28046.0,3020.0,9080.0,12421.0,6795.0,912.0,28039.0,581.0,345.0,59.4,236.0,40.6,14493.0,76393.0,41704.0,792.0,576.0,210.0,631.0,458.0,17421.0,1927.0,Championship 2019-2020
West Brom,25,55.0,46.0,27712.0,2461.0,7964.0,12908.0,7145.0,1033.0,27705.0,756.0,450.0,59.5,304.0,40.2,14923.0,83670.0,42386.0,892.0,600.0,242.0,708.0,482.0,17302.0,1997.0,Championship 2019-2020
Wigan Athletic,30,47.7,46.0,23721.0,2592.0,7988.0,9910.0,6115.0,861.0,23717.0,674.0,409.0,60.7,265.0,39.3,11930.0,71636.0,35617.0,784.0,589.0,202.0,676.0,419.0,13111.0,1387.0,Championship 2019-2020
Aberdeen,26,50.8,30.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
Celtic,30,60.1,30.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
Hamilton Acad.,31,40.8,30.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
Hearts,34,52.8,30.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
Hibernian,30,50.2,30.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
Kilmarnock,30,49.9,30.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
Livingston,30,47.9,30.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
Motherwell,25,49.9,30.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
Rangers,27,59.4,29.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
Ross County,27,45.2,30.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
St Johnstone,24,46.1,29.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
St Mirren,28,47.4,30.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
Augsburg,30,46.4,34.0,18950.0,2152.0,6550.0,8752.0,3877.0,593.0,18945.0,407.0,217.0,53.3,190.0,46.7,9631.0,52308.0,26312.0,515.0,364.0,80.0,504.0,336.0,10914.0,1143.0,Bundesliga 2018-2019
Bayern Munich,24,65.7,34.0,27295.0,1572.0,6398.0,13813.0,7296.0,1226.0,27291.0,683.0,426.0,62.4,257.0,37.6,16385.0,90227.0,49370.0,960.0,728.0,243.0,469.0,315.0,20325.0,2174.0,Bundesliga 2018-2019
Dortmund,23,58.1,34.0,25919.0,1845.0,6539.0,13672.0,5943.0,829.0,25915.0,737.0,440.0,59.7,297.0,40.3,15941.0,85698.0,43630.0,784.0,610.0,207.0,530.0,381.0,18684.0,1626.0,Bundesliga 2018-2019
Düsseldorf,24,43.2,34.0,18363.0,2081.0,6608.0,8212.0,3744.0,572.0,18356.0,435.0,232.0,53.3,203.0,46.7,9580.0,52985.0,27987.0,553.0,346.0,125.0,466.0,257.0,10988.0,1199.0,Bundesliga 2018-2019
Eint Frankfurt,30,47.2,34.0,18899.0,1922.0,5739.0,9079.0,4331.0,700.0,18895.0,522.0,293.0,56.1,229.0,43.9,9030.0,54681.0,30101.0,625.0,406.0,175.0,528.0,365.0,10463.0,1235.0,Bundesliga 2018-2019
Freiburg,28,44.0,34.0,18724.0,2188.0,6576.0,8638.0,3667.0,531.0,18719.0,441.0,236.0,53.5,205.0,46.5,8730.0,53596.0,28408.0,507.0,369.0,118.0,464.0,300.0,11288.0,1056.0,Bundesliga 2018-2019
Gladbach,22,53.1,34.0,22515.0,2107.0,7022.0,10979.0,4688.0,718.0,22508.0,488.0,280.0,57.4,207.0,42.4,12727.0,78751.0,45660.0,775.0,517.0,130.0,473.0,300.0,15624.0,1520.0,Bundesliga 2018-2019
Hannover 96,32,46.3,34.0,19244.0,2233.0,6547.0,9176.0,3739.0,533.0,19241.0,529.0,277.0,52.4,252.0,47.6,9719.0,58489.0,30454.0,572.0,405.0,116.0,558.0,389.0,11258.0,1094.0,Bundesliga 2018-2019
Hertha BSC,26,47.9,34.0,20051.0,2083.0,6050.0,10251.0,3961.0,611.0,20047.0,515.0,305.0,59.2,209.0,40.6,11616.0,56652.0,27835.0,562.0,450.0,135.0,554.0,332.0,12228.0,1229.0,Bundesliga 2018-2019
Hoffenheim,29,53.8,34.0,21996.0,1995.0,6560.0,10363.0,5317.0,940.0,21989.0,596.0,356.0,59.7,240.0,40.3,12546.0,73337.0,41580.0,950.0,613.0,194.0,499.0,361.0,14348.0,1583.0,Bundesliga 2018-2019
Leverkusen,21,59.8,34.0,25994.0,1974.0,6954.0,13384.0,5848.0,864.0,25989.0,555.0,326.0,58.7,229.0,41.3,13049.0,71263.0,37329.0,719.0,484.0,162.0,581.0,394.0,18139.0,1775.0,Bundesliga 2018-2019
Mainz 05,28,46.1,34.0,19264.0,2020.0,5988.0,8762.0,4754.0,643.0,19261.0,556.0,316.0,56.8,240.0,43.2,10481.0,57318.0,29507.0,624.0,472.0,134.0,513.0,393.0,11364.0,1253.0,Bundesliga 2018-2019
Nürnberg,27,42.4,34.0,17943.0,2357.0,6850.0,7849.0,3432.0,460.0,17937.0,468.0,253.0,54.1,215.0,45.9,8687.0,51985.0,27835.0,483.0,341.0,72.0,486.0,293.0,10490.0,976.0,Bundesliga 2018-2019
RB Leipzig,23,49.6,34.0,21038.0,1638.0,5254.0,10359.0,5654.0,829.0,21031.0,555.0,312.0,56.2,243.0,43.8,9533.0,57137.0,31646.0,733.0,535.0,177.0,574.0,391.0,12363.0,1597.0,Bundesliga 2018-2019
Schalke 04,32,45.4,34.0,18476.0,1848.0,5885.0,8933.0,3940.0,652.0,18467.0,610.0,358.0,58.7,252.0,41.3,9416.0,58880.0,31863.0,676.0,473.0,140.0,525.0,377.0,10710.0,1135.0,Bundesliga 2018-2019
Stuttgart,26,45.9,34.0,19205.0,2097.0,6327.0,8926.0,4127.0,587.0,19204.0,397.0,239.0,60.2,158.0,39.8,9075.0,51465.0,26774.0,506.0,391.0,92.0,499.0,308.0,11120.0,1125.0,Bundesliga 2018-2019
Werder Bremen,24,52.1,34.0,22276.0,2114.0,6390.0,10720.0,5341.0,719.0,22272.0,413.0,220.0,53.3,193.0,46.7,11744.0,65657.0,35048.0,635.0,500.0,125.0,523.0,332.0,14280.0,1663.0,Bundesliga 2018-2019
Wolfsburg,25,53.3,34.0,20950.0,2357.0,7146.0,9574.0,4433.0,653.0,20945.0,436.0,256.0,58.7,180.0,41.3,11668.0,66904.0,35385.0,618.0,438.0,137.0,489.0,330.0,13078.0,1305.0,Bundesliga 2018-2019
Arsenal,28,58.1,38.0,26670.0,2457.0,7996.0,12381.0,6492.0,984.0,26665.0,536.0,304.0,56.7,232.0,43.3,14891.0,82883.0,44451.0,868.0,591.0,203.0,564.0,409.0,18303.0,1869.0,Premier League 2018-2019
Bournemouth,28,46.9,38.0,22079.0,2437.0,7561.0,9507.0,5257.0,847.0,22071.0,578.0,291.0,50.3,287.0,49.7,13210.0,69260.0,36536.0,738.0,532.0,172.0,565.0,356.0,13405.0,1422.0,Premier League 2018-2019
Brighton,21,42.4,38.0,20254.0,2464.0,7030.0,9055.0,4366.0,581.0,20249.0,516.0,269.0,52.1,247.0,47.9,10122.0,54122.0,26537.0,475.0,374.0,98.0,590.0,336.0,11393.0,1138.0,Premier League 2018-2019
Burnley,23,41.2,38.0,19189.0,2542.0,6104.0,8875.0,4395.0,634.0,19186.0,370.0,207.0,55.9,163.0,44.1,7936.0,43013.0,21370.0,421.0,336.0,72.0,525.0,314.0,10031.0,1020.0,Premier League 2018-2019
Cardiff City,25,35.4,38.0,16261.0,2228.0,5452.0,6544.0,4470.0,713.0,16257.0,475.0,260.0,54.7,214.0,45.1,6221.0,39405.0,19337.0,434.0,310.0,135.0,519.0,332.0,7078.0,902.0,Premier League 2018-2019
Chelsea,24,62.9,38.0,30774.0,2105.0,7613.0,14434.0,8968.0,1029.0,30769.0,703.0,449.0,63.9,253.0,36.0,18388.0,103404.0,58308.0,1058.0,897.0,251.0,512.0,458.0,22820.0,2135.0,Premier League 2018-2019
Crystal Palace,26,45.2,38.0,21679.0,2323.0,7079.0,9743.0,5112.0,889.0,21668.0,667.0,377.0,56.5,290.0,43.5,10553.0,62673.0,32736.0,771.0,496.0,227.0,576.0,473.0,12599.0,1448.0,Premier League 2018-2019
Everton,23,51.5,38.0,23015.0,2175.0,6887.0,10485.0,5873.0,856.0,23011.0,587.0,328.0,55.9,258.0,44.0,12685.0,66255.0,34030.0,697.0,522.0,166.0,693.0,469.0,13764.0,1566.0,Premier League 2018-2019
Fulham,28,48.8,38.0,23757.0,2587.0,7287.0,11921.0,4743.0,592.0,23754.0,566.0,352.0,62.2,214.0,37.8,10604.0,61784.0,30746.0,628.0,461.0,117.0,594.0,486.0,14992.0,1471.0,Premier League 2018-2019
Huddersfield,31,47.2,38.0,21977.0,2079.0,6878.0,10026.0,5306.0,600.0,21976.0,443.0,230.0,51.9,213.0,48.1,10888.0,56003.0,26785.0,601.0,496.0,108.0,567.0,399.0,12938.0,1233.0,Premier League 2018-2019
Leicester City,25,50.9,38.0,23657.0,2242.0,7084.0,10997.0,5824.0,804.0,23650.0,664.0,392.0,59.0,272.0,41.0,13747.0,72168.0,38343.0,752.0,572.0,197.0,582.0,357.0,14553.0,1530.0,Premier League 2018-2019
Liverpool,23,61.8,38.0,29528.0,1938.0,6900.0,15347.0,7500.0,1124.0,29521.0,619.0,356.0,57.5,263.0,42.5,19312.0,91672.0,48858.0,857.0,765.0,221.0,603.0,424.0,21029.0,1988.0,Premier League 2018-2019
Manchester City,21,67.9,38.0,32238.0,1825.0,6098.0,16583.0,9800.0,1458.0,32234.0,734.0,437.0,59.5,296.0,40.3,22460.0,119020.0,68197.0,1325.0,1017.0,366.0,509.0,393.0,24519.0,2412.0,Premier League 2018-2019
Manchester Utd,28,54.7,38.0,25095.0,2262.0,6748.0,12550.0,5992.0,893.0,25083.0,553.0,321.0,58.0,231.0,41.8,13180.0,70206.0,39118.0,801.0,594.0,215.0,528.0,424.0,16742.0,1662.0,Premier League 2018-2019
Newcastle Utd,24,40.4,38.0,20048.0,2360.0,7025.0,8767.0,4458.0,641.0,20045.0,444.0,236.0,53.2,207.0,46.6,8749.0,46542.0,23595.0,467.0,410.0,95.0,590.0,400.0,10705.0,976.0,Premier League 2018-2019
Southampton,30,43.4,38.0,20812.0,2150.0,5984.0,9949.0,5087.0,709.0,20807.0,508.0,287.0,56.5,221.0,43.5,9653.0,54428.0,27555.0,603.0,444.0,155.0,539.0,380.0,11354.0,1313.0,Premier League 2018-2019
Tottenham,28,59.0,38.0,27311.0,2487.0,7711.0,13441.0,6402.0,884.0,27307.0,672.0,370.0,55.1,302.0,44.9,17170.0,84748.0,44019.0,840.0,684.0,205.0,603.0,349.0,18666.0,1727.0,Premier League 2018-2019
Watford,25,46.7,38.0,21508.0,2252.0,6504.0,9887.0,5303.0,845.0,21507.0,543.0,292.0,53.8,251.0,46.2,11747.0,56181.0,28366.0,588.0,434.0,191.0,586.0,418.0,12440.0,1273.0,Premier League 2018-2019
West Ham,26,48.6,38.0,22541.0,2350.0,6338.0,11093.0,5350.0,782.0,22536.0,668.0,389.0,58.2,279.0,41.8,11634.0,67597.0,34846.0,731.0,542.0,189.0,552.0,390.0,13762.0,1471.0,Premier League 2018-2019
Wolves,21,46.8,38.0,22684.0,2093.0,6742.0,11104.0,5061.0,705.0,22680.0,596.0,331.0,55.5,264.0,44.3,11225.0,63786.0,34764.0,743.0,494.0,192.0,498.0,401.0,13845.0,1335.0,Premier League 2018-2019
Alavés,26,42.7,38.0,18475.0,2174.0,6367.0,8264.0,4063.0,609.0,18472.0,489.0,276.0,56.4,213.0,43.6,8348.0,47885.0,24646.0,511.0,366.0,103.0,587.0,341.0,9540.0,1102.0,La Liga 2018-2019
Athletic Club,27,50.0,38.0,21553.0,1935.0,6265.0,10194.0,5320.0,703.0,21546.0,542.0,288.0,53.1,254.0,46.9,10781.0,59362.0,31442.0,626.0,533.0,124.0,522.0,344.0,13087.0,1434.0,La Liga 2018-2019
Atlético Madrid,29,49.2,38.0,23123.0,1928.0,6339.0,10785.0,6196.0,765.0,23119.0,572.0,366.0,64.0,205.0,35.8,12778.0,67129.0,34534.0,677.0,581.0,169.0,497.0,412.0,14831.0,1369.0,La Liga 2018-2019
Barcelona,30,64.4,38.0,30394.0,2182.0,7325.0,14901.0,8400.0,1045.0,30385.0,753.0,446.0,59.2,307.0,40.8,19443.0,96850.0,52422.0,851.0,840.0,266.0,456.0,435.0,23143.0,2095.0,La Liga 2018-2019
Betis,25,61.8,38.0,26762.0,2351.0,7748.0,12726.0,6515.0,826.0,26755.0,717.0,449.0,62.6,267.0,37.2,16024.0,89234.0,48124.0,887.0,705.0,218.0,569.0,392.0,19278.0,1622.0,La Liga 2018-2019
Celta Vigo,28,51.6,38.0,22889.0,2297.0,7252.0,10891.0,4967.0,670.0,22882.0,626.0,380.0,60.7,246.0,39.3,12743.0,68374.0,34962.0,673.0,588.0,141.0,499.0,371.0,14866.0,1278.0,La Liga 2018-2019
Eibar,25,54.0,38.0,22528.0,1611.0,4998.0,10759.0,6998.0,907.0,22520.0,592.0,344.0,58.1,248.0,41.9,11159.0,58787.0,28489.0,565.0,523.0,135.0,576.0,387.0,12814.0,1596.0,La Liga 2018-2019
Espanyol,25,49.4,38.0,21903.0,2499.0,7590.0,9658.0,4910.0,689.0,21899.0,523.0,318.0,60.8,204.0,39.0,12023.0,66105.0,34689.0,642.0,500.0,139.0,565.0,374.0,13752.0,1482.0,La Liga 2018-2019
